,location,bedrooms,bathrooms,price
1479,"parklands, Parklands, Parklands, Westlands",4,4,150000
1480,"Kilimani, Dagoretti North",2,2,150000
1481,"21 03 25, 32 FA, Waiyaki Way, Westlands",1,1,150000
1482,"Le'mac, Slip Road, Waiyaki Way, Westlands",2,2,150000
1483,"Gatundu Rd, Kileleshwa, Dagoretti North",3,3,150000
1484,"Rhapta Rd, Rhapta Road, Westlands",4,3,150000
1485,"Karen, Langata",2,2,150000
1486,"Kilimani, Dagoretti North",4,4,150000
1487,"Thika Road, Thika Road",2,1,150000
1488,"Othaya road, Kileleshwa, Dagoretti North",3,3,150000
1489,"12, lower kabete, Brookside, Westlands",3,3,150000
1490,"Lavington, Dagoretti North",3,2,150000
1491,"Lavington, Dagoretti North",3,2,150000
1492,"Rhapta Road, Westlands",4,1,150000
1493,"Kileleshwa, Dagoretti North",3,3,150000
1494,"Nyari, Westlands",4,2,150000
1495,"Riara road, Kilimani, Dagoretti North",3,2,150000
1496,"Yaya Centre, Kilimani, Dagoretti North",4,4,150000
1497,"walk to valley arcade, Lavington, Dagoretti North",4,4,150000
1498,"near Kasusku, Kileleshwa, Dagoretti North",3,3,150000
1499,"Rhapta Road, Rhapta Road, Westlands",3,3,150000
1500,"Brookside, Westlands",3,3,150000
1501,"Brookside Drive, Westlands Area, Westlands",3,3,150000
1502,"Kilimani, Dagoretti North",3,3,150000
1503,"General Mathenge, Westlands",2,2,150000
1504,"Shanzu road, Spring Valley, Westlands",4,4,150000
1505,"Kileleshwa, Dagoretti North",4,4,150000
1506,"Kiambu Road, Kiambu Road",3,2,150000
1507,"Westlands Area, Westlands",4,3,150000
1508,"Westlands Area, Westlands",4,4,150000
1509,"Westlands Area, Westlands",1,1,150000
1510,"Lone Tree, Rosslyn, Westlands",2,2,150000
1511,"1, Rosslyn Lone Tree Estate Road, Rosslyn, Westlands",2,2,150000
1512,"Brookside Drive, Brookside, Westlands",2,2,150000
1513,"Peponi Road, Westlands Area, Westlands",2,2,150000
1514,"Westlands Area, Westlands",2,2,150000
1515,"Brookside, Westlands",3,3,150000
1516,"Hurlingham, Dagoretti North",3,1,150000
1517,"Kileleshwa, Dagoretti North",2,2,150000
1518,"Westlands Area, Westlands",2,2,150000
1519,"Kilimani, Dagoretti North",3,3,150000
1520,"Westlands Area, Westlands",2,2,150000
1521,"Brookside, Brookside, Brookside, Westlands",4,4,150000
1522,"Rhapta Road, Westlands",3,2,150000
1523,"Westlands Area, Westlands",4,4,150000
1524,"Mbaazi Avenue, Lavington, Dagoretti North",3,3,150000
1525,"Parklands, Westlands",4,2,150000
1526,"Westlands Area, Westlands",3,3,150000
1527,"Gatundu Rd, Kileleshwa, Dagoretti North",3,3,150000
1528,"Kitale Lane, Kilimani, Dagoretti North",2,2,150000
1529,"Dennis Pritt, Dagoretti North",3,2,150000
1530,"6Th Parklands , Parklands, Westlands",3,2,150000
1531,"Kyuna, Westlands",3,3,150000
1532,"Argwings Kodhek, Kilimani, Dagoretti North",3,2,150000
1533,"School lane, Westlands Area, Westlands",2,2,150000
1534,"Argwings Kodhek Rd, Kilimani, Dagoretti North",3,2,150000
1535,"Gigiri, Westlands",3,2,150000
1536,"Kiambere Road, Upper Hill, Langata",2,2,150000
1537,"Mbaazi, Lavington, Dagoretti North",4,3,150000
1538,"Near Yaya Center, Kilimani, Dagoretti North",1,1,150000
1539,"behind Junction Mall, Kilimani, Dagoretti North",3,3,150000
1540,"Kileleshwa, Dagoretti North",4,4,150000
1541,"Westlands Area, Westlands",4,4,150000
1542,"Westlands Area, Westlands",3,2,150000
1543,"Riverside, Westlands",2,2,150000
1544,"General Mathenge Drive, General Mathenge, Westlands",4,4,150000
1545,"Brookside Drive, Brookside, Westlands",3,3,150000
1546,"Kileleshwa, Dagoretti North",3,2,150000
1547,"Lavington, Dagoretti North",4,4,150000
1548,"Rhapta Road, Westlands",3,3,150000
1549,"School Lane, Parklands, Westlands",2,2,150000
1550,"Kilimani, Dagoretti North",2,2,150000
1551,"Brookside, Westlands",3,1,150000
1552,"Lavington, Dagoretti North",4,4,150000
1553,"Raphta Road, Westlands, Nairobi, Rhapta Road, Westlands",3,1,150000
1554,"Mbaazi, Mbaazi, Lavington, Dagoretti North",3,2,150000
1555,"Lavington, Dagoretti North",3,3,150000
1556,"Kilimani, Dagoretti North",2,2,150000
1557,"Kileleshwa, Dagoretti North",3,3,150000
1558,"Westlands Area, Westlands",2,2,150000
1559,"Parklands, Westlands",2,2,155000
1560,"Brookside, Westlands",3,2,155000
1561,"General Mathenge, Spring Valley, Westlands",4,4,155000
1562,"Brookside, Westlands",3,2,155000
1563,"Riverside Drive, Riverside, Westlands",3,2,155000
1564,"Westlands Area, Westlands",4,3,158000
1565,"Mpaka Rd, Westlands Area, Westlands",4,3,160000
1566,"General Mathenge, General Mathenge, Westlands",2,2,160000
1567,"Gigiri, Westlands",1,1,160000
1568,"Lavington, Dagoretti North",4,3,160000
1569,"kilimani, Kilimani, Kilimani, Dagoretti North",4,4,160000
1570,"Lavington, Dagoretti North",4,4,160000
1571,"Ole-ndume road, Kilimani, Kilimani, Dagoretti North",4,3,160000
1572,"Riara Rd, Lavington, Dagoretti North",3,3,160000
1573,"General Mathenge, Westlands",3,3,160000
1574,"Westlands Area, Westlands",3,2,160000
1575,"Westlands Area, Westlands",2,2,160000
1576,"Gigiri, Westlands",3,2,160000
1577,"Oldonyo Sabuk, Westlands Area, Westlands",2,2,160000
1578,"Brookside, Brookside, Westlands",3,3,160000
1579,"Westlands Area, Westlands",3,1,160000
1580,"General Mathenge, Westlands",3,2,160000
1581,"Rhapta Road, Westlands",1,1,160000
1582,"Gitanga Road, Kileleshwa, Dagoretti North",3,3,160000
1583,"Opposite Parklands Baptist Church, Westlands Area, Westlands",3,3,160000
1584,"Spring Valley, Westlands",4,4,160000
1585,"Valley Arcade, Mbaazi Avenue, Lavington, Dagoretti North",3,3,160000
1586,"Valley Arcade, Dagoretti North",3,3,160000
1587,"Spring Valley, Westlands",2,1,160000
1588,"Riverside, Westlands",3,3,160000
1589,"Kileleshwa, Dagoretti North",2,2,160000
1590,"Brookside, Westlands",4,4,160000
1591,"Mvuli road, Westlands Area, Westlands",3,2,160000
1592,"Upper Hill, Langata",3,1,160000
1593,"General Mathenge, Westlands",3,3,160000
1594,"Donyo Sabuk Avenue , General Mathenge, Westlands",4,4,160000
1595,"General Mathenge, Westlands",2,2,160000
1596,"Ole Dume, Kilimani, Dagoretti North",3,3,160000
1597,"Mwingi Rd, Kileleshwa, Dagoretti North",3,3,160000
1598,"Denispritt, Kitale Lane, Kilimani, Dagoretti North",2,2,160000
1599,"Riverside, Westlands",3,3,160000
1600,"Mbaazi Avenue, Lavington, Dagoretti North",3,2,160000
1601,"Karura, Westlands",2,2,160000
1602,"Westlands Area, Westlands",1,1,160000
1603,"Westlands Area, Westlands",2,2,160000
1604,"Riverside, Westlands",3,3,160000
1605,"Kileleshwa, Dagoretti North",2,2,160000
1606,"01, Marula Lane, Kilimani, Dagoretti North",4,4,160000
1607,"General Mathenge Road, General Mathenge, Westlands",4,4,160000
1608,"Lavington, Dagoretti North",2,2,160000
1609,"Parklands, Westlands",3,3,160000
1610,"Othaya Road, Kileleshwa, Dagoretti North",4,4,160000
1611,"Kilimani, Dagoretti North",3,3,160000
1612,"Ole Dume, Kilimani, Dagoretti North",3,3,160000
1613,"General Mathenge, General Mathenge, Westlands",4,4,160000
1614,"Rhapta Road, Rhapta Road, Westlands",3,1,160000
1615,"Riverside, Westlands",3,3,160000
1616,"kilimani, Kilimani, Kilimani, Dagoretti North",3,3,160000
1617,"General Mathenge Drive, Spring Valley, Westlands",4,4,160000
1618,"Loresho, Westlands",4,4,160000
1619,"Westlands Area, Westlands",2,2,160000
1620,"Westlands, Westlands Area, Westlands",2,2,160000
1621,"Argwings Kodhek Road, Kilimani, Dagoretti North",3,3,160000
1622,"General Mathenge, General Mathenge, Westlands",4,4,160000
1623,"Kilimani, Dagoretti North",2,2,160000
1624,"Mpaka Road, Westlands, Nairobi, Westlands Area, Westlands",4,3,160000
1625,"Westlands Area, Westlands",2,2,160000
1626,"Waiyaki Way, Westlands",1,1,160000
1627,"Lower kabete, Kabete Lane, Spring Valley, Westlands",3,2,160000
1628,"Brookside, Westlands",3,3,160000
1629,"Ole Dume, Kilimani, Dagoretti North",3,3,165000
1630,"Rhapta Road, Westlands",3,3,165000
1631,"Argwings Kodhek, Kilimani, Dagoretti North",3,3,165000
1632,"Mpaka Road, Westlands Area, Westlands",4,4,165000
1633,"Parklands, Westlands",4,1,165000
1634,"General Mathenge, Westlands",3,3,165000
1635,"General mathenge, General Mathenge, Westlands",3,3,165000
1636,"6Th Parklands, Nairobi , Parklands, Westlands",3,1,165000
1637,"General Mathenge Road, General Mathenge, Westlands",3,3,165000
1638,"Westlands Area, Westlands",4,3,165000
1639,"Brookside, Westlands",4,3,165000
1640,"Peponi Road, Peponi Road, Karura, Westlands",2,2,165000
1641,"Kilimani, Dagoretti North",3,3,165000
1642,"Lavington, Dagoretti North",2,2,165000
1643,"Galana Road, Kilimani, Dagoretti North",2,2,165000
1644,"Argwings Kodhek, Lavington, Dagoretti North",3,3,170000
1645,"General Mathenge, General Mathenge, Westlands",3,3,170000
1646,"Arwings Kodhek, Kilimani, Dagoretti North",3,2,170000
1647,"Kitale Lane, Kilimani, Dagoretti North",3,3,170000
1648,"Peponi rd, Spring Valley, Westlands",2,2,170000
1649,"General Mathege, General Mathenge, Westlands",3,3,170000
1650,"riverside, Riverside, Riverside, Westlands",3,3,170000
1651,"Othaya Rd, Kileleshwa, Dagoretti North",3,3,170000
1652,"Parklands, Westlands",3,3,170000
1653,"General Mathenge, General Mathenge, Westlands",3,3,170000
1654,"General mathenge, General Mathenge, Westlands",3,3,170000
1655,"Nyari, Westlands",3,3,170000
1656,"General Mathenge Road, General Mathenge, Westlands",4,4,170000
1657,"Brookside Drive, Brookside, Westlands",3,3,170000
1658,"Dennis Pritt, Kilimani, Dagoretti North",2,2,170000
1659,"Signature Residence Nairobi, Kileleshwa, Dagoretti North",3,3,170000
1660,"Amrutha Brookside Dr Nairobi, Brookside, Westlands",3,3,170000
1661,", Dennis Pritt, Kilimani, Dagoretti North",2,2,170000
1662,"Menelik road Kilimani , Kilimani, Dagoretti North",2,2,170000
1663,"School Lane, Brookside, Westlands",3,3,170000
1664,"Parklands, Westlands",2,2,170000
1665,"General Mathenge, Westlands",2,2,170000
1666,"Chaka Road, Kilimani, Dagoretti North",1,1,170000
1667,"Kilimani, Dagoretti North",2,2,170000
1668,"Kilimani, Dagoretti North",3,3,170000
1669,"Marcus Garvey Road, Kilimani, Dagoretti North",3,3,170000
1670,"Dennis Pritt, Kilimani, Dagoretti North",2,2,170000
1671,"Othaya Rd, Kileleshwa, Dagoretti North",3,3,170000
1672,"Kilimani, Dagoretti North",5,5,170000
1673,"Riverside, Westlands",3,3,170000
1674,"Mpaka road, Parklands, Westlands",4,3,170000
1675,"Kilimani, Dagoretti North",1,1,170000
1676,"Westlands Area, Westlands",3,3,170000
1677,"Brookside Drive, Brookside, Westlands",3,3,170000
1678,"Parklands Road, Westlands, Nairobi, Parklands, Westlands",4,3,170000
1679,"General Mathenge, Westlands",3,3,170000
1680,"Garden City, Thika Road, Thika Road, Thika Road",3,2,170000
1681,"Riverside, Westlands",3,3,170000
1682,"Kilimani, Dagoretti North",2,2,170000
1683,"Kilimani, Dagoretti North",3,3,172000
1684,"Parklands, Westlands",4,4,172000
1685,"General Mathenge Drive, Parklands, Westlands",3,1,175000
1686,"General Mathenge, Westlands",3,1,175000
1687,"General Mathenge, Westlands",3,3,175000
1688,"General Mathenge, Westlands Area, Westlands",4,4,175000
1689,"General Mathenge, Westlands",4,3,175000
1690,"Kilimani, Dagoretti North",2,2,175000
1691,"Parklands, Westlands",3,3,175000
1692,"General Mathenge, Westlands",4,4,175000
1693,"Donyo Sabuk Avenue, General Mathenge, Westlands",4,4,175000
1694,"General Mathenge, Westlands",3,3,175000
1695,"Riverside Grove, Riverside, Westlands",3,3,175000
1696,"General Mathenge, Westlands",3,3,175000
1697,"Donyo Sabuk Avenue, General Mathenge, Westlands",4,4,175000
1698,"Westlands, Westlands Area, Westlands",4,4,175000
1699,"Wood Avenue, Kilimani, Dagoretti North",2,2,180000
1700,"Off Riverside Drive, Riverside, Westlands",3,3,180000
1701,"State House, Dagoretti North",3,1,180000
1702,"Kitale Lane, Kilimani, Dagoretti North",2,2,180000
1703,"riverside drive, Riverside, Westlands",4,4,180000
1704,"Kilimani, Kilimani, Dagoretti North",3,3,180000
1705,"Kilimani, Dagoretti North",3,3,180000
1706,"Upper Hill, Langata",4,4,180000
1707,"Westlands Area, Westlands",1,1,180000
1708,"Mwanzi road, Westlands Area, Westlands",2,2,180000
1709,"Brookside Drie, Karura, Westlands",3,3,180000
1710,"Brookside, Westlands",3,3,180000
1711,"Laikipia Road, Kileleshwa, Dagoretti North",3,1,180000
1712,"Peponi road, Spring Valley, Westlands",2,2,180000
1713,"Kileleshwa, Dagoretti North",4,4,180000
1714,"Westlands Area, Westlands",4,4,180000
1715,"Kilimani, Dagoretti North",2,1,180000
